num_cr,page_table_start,page_table_end,title,company,date,cell,line_order
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,Transmettre votre dossier technique à OCTANT et copie au BC ,2
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,"Transmettre vos détail PAC sur les points à étancher, siphons, ancrages, relevés, chanfreins etc. etc ",4
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-05-24,"Synthèse Archi : lors de la mise en œuvre des ancrages dans les plages, veuillez nous indiquer vos mode méthodologiques  
• 
Mise en place par carottage suite à la pose du carrelage, auquel cas vous devez faire valider par le bureau de contrôle votre méthode et vos 
fiches produits pour reconstituer les systèmes d’étanchéité 
• 
Demande de réservations dans les ouvrages du GO pour mise en œuvre des ancrages au dessus du complexe d’étanchéité ",11
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-05-24,"Vous devez dans le cas d’ancrages sur des formes de pentes, demander à LMP des ancrages inclinés ou plats 
NON FAIT ",14
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-05-30,"Présenter votre méthode de scellement des ancrages sur plages et autres au BC pour validation y compris produits de scellement pour reconstituer la 
couche d’étanchéité 
NON FAIT ",18
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,"Les gradins ne sont plus à étancher, transmettre la moins-value et conserver seulement le premier gradin ",20
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,Produire sans délais vos plans PAC sur les étanchéités ,22
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-07,Présenter un échantillon de siphon KEISSEL en inox 316 L ,24
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-21,"Transmettre plans PAC / coupes, sur les formes de pentes par zone type, à faire d’urgence ",26
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-21,Dossier tech à transmettre au BC compris étanchéité ,28
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-28,"L’OPC ainsi que le Bureau de Contrôle demandent à ce que vous fournissiez vos plans PAC, plage / bassin inox, pour percussion, et relevé 
d’étanchéité, coupe sur les formes de pentes toutes zones types, plancher chauffant, collé sur étanchéité avec forme de pente REF, zones annexes. ",31
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-28,Présenter et fournir vos dossiers techniques carrelage au MO ,33
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-01,"Fournir méthode de mise en œuvre des réservations autours des siphons de sol devant être calpinés, indispensable pour pose des platines avec 
recouvrement de l’étanchéité ",36
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-01,Nous appliquerons les retenues et pénalité pour non remise de dossier et plans PAC ,38
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,"Vous ne répondez pas à nos demandes et mettez en péril les réservations à demandés, suite au point fait ce jour sur les différentes réservation 
essentielles, retransmettre sans délais les besoins au BET SICRE pour intégration sur les fonds des plans structure, exemple décaissés et surbau, etc etc",47
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,Fournir un détail de dilatation ou jonction entre étanchéité et bassins inox ,49
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,"PAC à fournir: 
• 
Forme de pente plages 
• 
Formes de pentes sur plancher chauffant 
• 
Forme de pente sur terre-plein ou vide sanitaire sans étanchéité 
• 
Coupe sur siphon sur plancher chauffant 
• 
Coupe sur siphon sur plage 
• 
Coupe sur siphon vestiaires 
Nous vous conseillons de prendre connaissance de vos pièces marchés et notamment des carnets de détail et repérage des réservations de sol ",64
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,"Avez-vous transmis les demandes de surbau sur les caniveaux des pédiluves ??? 
PAC sur siphon plancher chauffant ?? ",67
22,264,265,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,"Compte tenu de vos retards nous vous avons fournis en mains propres ce jour un exemplaire du carnet de détail bassins et bâtiment afin que vous 
fournissiez vos plans PAC ",70
22,266,266,Lot 24 – VRD,COLAS ,2011-03-29,Transmettre échantillon de mur de soutènement à OCTANT et Copie D&H A FAIRE ,2
22,266,266,Lot 24 – VRD,COLAS ,2011-04-05,Vous êtes en attente du choix de coloris pour les murs de soutènement ,4
22,266,266,Lot 24 – VRD,COLAS ,2011-05-17,Vous annoncez fournir un échantillon des murs de soutènement ,6
22,266,266,Lot 24 – VRD,COLAS ,2011-07-07,MEMO : Le GO doit vous contacter pour déplacement du regard proche des pieux de la passerelle PMR 1 semaine avant intervention ,8
22,266,266,Lot 24 – VRD,COLAS ,2011-09-15,"POINT D&H pour COLAS 
Pour Saint Amand, les teintes des éléments préfabriqués sont celles du nuancier Sitinao, suivantes : 
- 
murs de soutènements, Blocs marche,… : St Emilion (beige foncé) 
- 
Blocs marche pour le contraste PMR : Perouge (rouge/rosé) ou Cararre (blanc) 
- 
Bordures collées, Bordures quai de bus : Carrare, 
- 
Dalles podotactiles, Guides-canne : Carrare, 
Pour les finitions : voir CCTP ",20
22,266,266,Lot 24 – VRD,COLAS ,2011-09-15,"Pour rappel, le béton désactivé est de teinte rosé (voir disponibilités régionnales).  ",22
22,266,266,Lot 24 – VRD,COLAS ,2011-09-15,"M. MONIOT, pourriez-vous nous donner des indications sur la teinte du gravillon, et du liant du Béton pour adapter au besoin les nuances des 
élements préfabriqués (contrastes PMR).  ",25
22,266,266,Lot 24 – VRD,COLAS ,2011-09-15,Il conviendrait que les échantillons de béton et des éléments préfabriqués soient présentés en même temps pour validation.   ,27
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-04-26,"Transmettre les FT des complexes d’étanchéité des voiles périphérique avec copie BC et GEOTECHNICIEN pour analyse des frottements des 
remblais sur les voiles, et impactant sur les DDC des pieux  ",3
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-07-28,: tout document transmis en retards fait l’objet d’application de pénalités,4
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-08,: Annonce transmission sous peu,5
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-05-04,"Point a faire sur les protections contre voile  
LE 10/05/10 : revoir les quantités de cette prestation comme abordés en réunion, ne sont nécessaire que les zone en remblais 
LE 09/06/11 : suite au point fait par téléphone, et sous réserve de l’acceptation du BC les zone à protéger doivent être à + 0.15CM du TN ",9
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-06-30,"Vous n’avez toujours pas chiffré les demandes de la Moe, soit : les gaine d’arrivée d’air neuf, les moins-values sur les protections contre voiles",10
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-07-21,"Point et observations du Bureau de Contrôle 
• 
Plan ST101 A PL HAUT REZ DE JARDIN : ZONE BASSIN SPORTIF 01/07/2011 04/07/2011 OB 
Fournir l'avis technique des panneaux préfabriqués fixés sur poutres voiles, pour avis 
• 
Plan ST222 0 PL HT REZ DE JARDIN ZONE BASSIN LUDIQUE PLAGES 
ARMATURES INFERIEURES 
11/07/2011 13/07/2011 OB 
Fournir avis technique favorable du CSTB des goujons utilisés, pour avis 
A FAIRE 
• 
Plan ST228 0 PL HT REZ DE CHAUSSEE ETAGE : ZONE BASSIN LUDIQUE 
ELEVATIONS VOILES 
11/07/2011 13/07/2011 OB 
Fournir avis technique favorable du CSTB des goujons utilisés, pour avis 
A FAIRE 
• 
Plan ST237 0 REPARTITION ATTENTES ""HSB"" SUR DALLE BASSE BASSIN ZONE 
BASSIN SPORTIF 
08/07/2011 13/07/2011 OB 
Préciser la nature et caractéristiques de la résine utilisée pour scellements, pour avis 
Vous annoncez de la HY 150 HILTI pour information, vous transmettrez les fiches technique au BC",33
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-08-25,Transmettre PAC des panneaux bambou  A FAIRE ,35
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-08-25,"Prendre contact avec votre fournisseur de panneau de brique acoustique pour mise en œuvre d’une laine acoustique noire en remplacement de la laine 
présentée dans l’échantillon ",38
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-08-25,"Prendre en compte la demande d’OCTANT suite à l’erreur de DETDE, mettre en place des réservations de 30X30 sur les réservations des siphons 
des sols pour calepinage du carrelage ",41
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-08-25,"Vous demandez un plan de calepinage des panneaux préfabriqués « bambou », alors qu’ils figurent sur les plans de façades… ",43
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-08-25,Aucunes transmissions de plan PAC sur les accroches des panneaux ,45
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-08-25,Vous demandez les validations des panneaux et briques des façades ,47
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-01,Transmettre plan de calpinage des panneaux de bardage béton bambou préfabriquer à OCTANT ,49
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-01,Fournir au BC les plans des panneaux préfa non structurels bambou ,51
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-08,Mettre à disposition sur site les pièces écrites ,53
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-08,Toujours aucuns plans PAC de votre part ,55
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-15,"Ne pas mettre en oeuvre les réservations des siphons sur les plages, BAUTERS carottera après coup, 
Les plages sont prévues carottable, donc pas de mise en place de résevations sur plages !!! 
Conformément à votre OS n°10, toute cheminée de coulage non supprimée entrainera la dépose immédiate du voile ",60
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2012-09-21,"DEMANDES GO : 
• Vous êtes en attente des infos sur les évacuations des bacs tampons 
• Vous demandez une validation du devis radier 
Vous refusez mettre à disposition votre grue pour le déchargement des bassins inox, vous n’avez d’aileur pas transmis votre convention de 
prêt de grue à TCE 
Libérer le bassin sportif sans délais ",68
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-29,"RAPPEL sur vos retards plans PAC, rien pour le RDJ ? RDC et R+1 que faites-vous ??? ",74
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-29,Transmettre les FT des isolants acoustique du local PAC ,76
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-29,Transmettre échantillon de seuil en béton moulé pour choix ,78
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-29,Transmettre échantillons de pavé béton pour le parvis ,80
23,273,274,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMMASINI,2011-09-29,Transmettre échantillon de pierre agraffées ,82
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,Transmettre votre dossier technique à OCTANT et copie au BC ,2
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,"Transmettre vos détail PAC sur les points à étancher, siphons, ancrages, relevés, chanfreins etc. etc ",4
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-05-24,"Synthèse Archi : lors de la mise en œuvre des ancrages dans les plages, veuillez nous indiquer vos mode méthodologiques  
• 
Mise en place par carottage suite à la pose du carrelage, auquel cas vous devez faire valider par le bureau de contrôle votre méthode et vos 
fiches produits pour reconstituer les systèmes d’étanchéité 
• 
Demande de réservations dans les ouvrages du GO pour mise en œuvre des ancrages au dessus du complexe d’étanchéité ",11
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-05-24,"Vous devez dans le cas d’ancrages sur des formes de pentes, demander à LMP des ancrages inclinés ou plats 
NON FAIT ",14
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-05-30,"Présenter votre méthode de scellement des ancrages sur plages et autres au BC pour validation y compris produits de scellement pour reconstituer la 
couche d’étanchéité 
NON FAIT ",18
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,"Les gradins ne sont plus à étancher, transmettre la moins-value et conserver seulement le premier gradin ",20
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,Produire sans délais vos plans PAC sur les étanchéités ,22
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-07,Présenter un échantillon de siphon KEISSEL en inox 316 L ,24
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-21,"Transmettre plans PAC / coupes, sur les formes de pentes par zone type, à faire d’urgence ",26
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-21,Dossier tech à transmettre au BC compris étanchéité ,28
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-28,"L’OPC ainsi que le Bureau de Contrôle demandent à ce que vous fournissiez vos plans PAC, plage / bassin inox, pour percussion, et relevé 
d’étanchéité, coupe sur les formes de pentes toutes zones types, plancher chauffant, collé sur étanchéité avec forme de pente REF, zones annexes. ",31
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-28,Présenter et fournir vos dossiers techniques carrelage au MO ,33
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-01,"Fournir méthode de mise en œuvre des réservations autours des siphons de sol devant être calpinés, indispensable pour pose des platines avec 
recouvrement de l’étanchéité ",36
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-01,Nous appliquerons les retenues et pénalité pour non remise de dossier et plans PAC ,38
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,"Vous ne répondez pas à nos demandes et mettez en péril les réservations à demandés, suite au point fait ce jour sur les différentes réservation 
essentielles, retransmettre sans délais les besoins au BET SICRE pour intégration sur les fonds des plans structure, exemple décaissés et surbau, etc 
etc  
Fournir un détail de dilatation ou jonction entre étanchéité et bassins inox 
PAC à fournir: 
• Forme de pente plages 
• Formes de pentes sur plancher chauffant 
• Forme de pente sur terre-plein ou vide sanitaire sans étanchéité 
• Coupe sur siphon sur plancher chauffant 
• Coupe sur siphon sur plage 
• Coupe sur siphon vestiaires 
Nous vous conseillons de prendre connaissance de vos pièces marchés et notamment des carnets de détail et repérage des réservations de sol 
Avez-vous transmis les demandes de surbau sur les caniveaux des pédiluves ??? 
PAC sur siphon plancher chauffant ",57
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-15,"Compte tenu de vos retards nous vous avons fournis en mains propres ce jour un exemplaire du carnet de détail bassins et bâtiment afin que vous 
fournissiez vos plans PAC ",61
23,277,278,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-29,RAPPEL DES POINTS EN SUSPENS,62
23,279,279,Lot 24 – VRD,COLAS ,2011-03-29,Transmettre échantillon de mur de soutènement à OCTANT et Copie D&H A FAIRE ,2
23,279,279,Lot 24 – VRD,COLAS ,2011-04-05,Vous êtes en attente du choix de coloris pour les murs de soutènement ,4
23,279,279,Lot 24 – VRD,COLAS ,2011-05-17,Vous annoncez fournir un échantillon des murs de soutènement ,6
23,279,279,Lot 24 – VRD,COLAS ,2011-07-07,MEMO : Le GO doit vous contacter pour déplacement du regard proche des pieux de la passerelle PMR 1 semaine avant intervention ,8
23,279,279,Lot 24 – VRD,COLAS ,2011-09-15,"POINT D&H pour COLAS 
Pour Saint Amand, les teintes des éléments préfabriqués sont celles du nuancier Sitinao, suivantes : 
- murs de soutènements, Blocs marche,… : St Emilion (beige foncé) 
- Blocs marche pour le contraste PMR : Perouge (rouge/rosé) ou Cararre (blanc) 
- Bordures collées, Bordures quai de bus : Carrare, 
- Dalles podotactiles, Guides-canne : Carrare, 
Pour les finitions : voir CCTP 
Pour rappel, le béton désactivé est de teinte rosé (voir disponibilités régionnales). 
M. MONIOT, pourriez-vous nous donner des indications sur la teinte du gravillon, et du liant du Béton pour adapter au besoin les nuances des 
élements préfabriqués (contrastes PMR). 
Il conviendrait que les échantillons de béton et des éléments préfabriqués soient présentés en même temps pour validation. ",20
23,279,279,Lot 24 – VRD,COLAS ,2011-09-29,RAPPEL DES POINTS EN SUSPENS ,22
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-04-26,"Transmettre les FT des complexes d’étanchéité des voiles périphérique avec copie BC et GEOTECHNICIEN pour analyse des frottements des 
remblais sur les voiles, et impactant sur les DDC des pieux  ",3
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-08,: Annonce transmission sous peu,4
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-10-20,: A transmettre au BC pour avis,5
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-05-04,"Point a faire sur les protections contre voile  
LE 10/05/10 : revoir les quantités de cette prestation comme abordés en réunion, ne sont nécessaire que les zone en remblais 
LE 09/06/11 : suite au point fait par téléphone, et sous réserve de l’acceptation du BC les zone à protéger doivent être à + 0.15CM du TN 
LE 20/10/11 : Pour mémoire ",10
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-06-30,"Vous n’avez toujours pas chiffré les demandes de la Moe, soit : les gaine d’arrivée d’air neuf, les moins-values sur les protections contre voiles 
LE 20/10/11 : Pour mémoire ",13
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-08-25,"Transmettre PAC des panneaux bambou 
LE 20/10/11 : Rappel urgent pour observation sur le calpinage ",16
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-08-25,"Prendre contact avec votre fournisseur de panneau de brique acoustique pour mise en œuvre d’une laine acoustique noire en remplacement de la laine 
présentée dans l’échantillon 
LE 20/10/11 : Vous annoncez avoir reçu un échantillon mais celui-ci n’est pas présentable après transport en attente d’un nouveau donc. ",20
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-08-25,PAC sur les accroches des panneaux ,22
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-08-25,Vous demandez les validations des panneaux et briques des façades ,24
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-01,Transmettre plan de calpinage des panneaux de bardage béton bambou préfabriqué à OCTANT ,26
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-01,Fournir au BC les plans des panneaux préfa non structurels bambou ,28
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,"RAPPEL sur vos retards plans PAC, rien pour le RDJ ? RDC et R+1 que faites-vous ??? ",30
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre les FT des isolants acoustique du local PAC ,32
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre échantillon de seuil en béton moulé pour choix ,34
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre échantillons de pavé béton pour le parvis ,36
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre échantillon de pierre agraffées ,38
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-10-20,Validation OCTANT des panneaux de bardage en terre cuite extérieurs ,40
24,284,284,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-10-20,"Merci de bien vouloir relancer le BC sur les produits de cuvelage, (en rappel la non-conformité était liée à la mise en œuvre et non au 
produit), le cuvelage n’est pas étanche au niveau des « nids de graviers », à reprendre donc. ",43
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,Transmettre votre dossier technique à OCTANT et copie au BC ,2
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,"Transmettre vos détail PAC sur les points à étancher, siphons, ancrages, relevés, chanfreins etc. etc ",4
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,"Les gradins ne sont plus à étancher, transmettre la moins-value et conserver seulement le premier gradin ",6
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,Produire sans délais vos plans PAC sur les étanchéités ,8
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-07,Présenter un échantillon de siphon KEISSEL en inox 316 L ,10
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-21,"Transmettre plans PAC / coupes, sur les formes de pentes par zone type, à faire d’urgence ",12
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-21,Dossier tech à transmettre au BC compris étanchéité ,14
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-28,"L’OPC ainsi que le Bureau de Contrôle demandent à ce que vous fournissiez vos plans PAC, plage / bassin inox, pour percussion, et relevé 
d’étanchéité, coupe sur les formes de pentes toutes zones types, plancher chauffant, collé sur étanchéité avec forme de pente REF, zones annexes. ",17
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-07-28,Présenter et fournir vos dossiers techniques carrelage au MO ,19
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-09-01,"Fournir méthode de mise en œuvre des réservations autours des siphons de sol devant être calpinés, indispensable pour pose des platines avec 
recouvrement de l’étanchéité ",22
24,286,286,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-10-20,"Rappel sur les demandes ci-dessus, vous devez être réactif ",24
24,288,288,Lot 24 – VRD,COLAS ,2011-03-29,Transmettre échantillon de mur de soutènement à OCTANT et Copie D&H A FAIRE ,2
24,288,288,Lot 24 – VRD,COLAS ,2011-04-05,Vous êtes en attente du choix de coloris pour les murs de soutènement ,4
24,288,288,Lot 24 – VRD,COLAS ,2011-05-17,Vous annoncez fournir un échantillon des murs de soutènement ,6
24,288,288,Lot 24 – VRD,COLAS ,2011-07-07,MEMO : Le GO doit vous contacter pour déplacement du regard proche des pieux de la passerelle PMR 1 semaine avant intervention ,8
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-05-04,"Point a faire sur les protections contre voile  
LE 10/05/10 : revoir les quantités de cette prestation comme abordés en réunion, ne sont nécessaire que les zone en remblais 
LE 09/06/11 : suite au point fait par téléphone, et sous réserve de l’acceptation du BC les zone à protéger doivent être à + 0.15CM du TN 
LE 20/10/11 : Pour mémoire ",5
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-06-30,"Vous n’avez toujours pas chiffré les demandes de la Moe, soit : les gaine d’arrivée d’air neuf, les moins-values sur les protections contre voiles 
LE 20/10/11 : Pour mémoire ",8
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre les FT des isolants acoustique du local PAC ,10
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre échantillon de seuil en béton moulé pour choix ,12
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre échantillons de pavé béton pour le parvis ,14
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-09-29,Transmettre échantillon de pierre agraffées ,16
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-10-20,Validation OCTANT des panneaux de bardage en terre cuite extérieurs ,18
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-10-20,"Merci de bien vouloir relancer le BC sur les produits de cuvelage, (en rappel la non-conformité était liée à la mise en œuvre et non au produit), le 
cuvelage n’est pas étanche au niveau des « nids de graviers », à reprendre donc. ",21
25,293,293,Lot 2 – TERRASSEMENTS – FONDATIONS – GROS ŒUVRE,TOMASSINI,2011-10-27, Mettre en œuvre les réservations pour l’encastrement des douches de ETDE ,23
25,297,297,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,Transmettre votre dossier technique à OCTANT et copie au BC ,2
25,297,297,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-04-26,"Transmettre vos détail PAC sur les points à étancher, siphons, ancrages, relevés, chanfreins etc. etc ",4
25,297,297,Lot 14 – ETANCHEITE REVETEMENTS SOLS – MURAUX CARRELES,BAUTERS,2011-06-30,"Les gradins ne sont plus à étancher, transmettre la moins-value et conserver seulement le premier gradin ",6
